stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\I2P1_Final_project-master\Final\allegro5.cfg r
font     D                ttf.c:243  alloc_glyph_region               [   0.28011] Glyph 85: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28012] Locking glyph region: 0000000000f51ae0 44 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.28016] Unlocking page: 0000000000f51ae0
font     D                ttf.c:446  cache_glyph                      [   0.28018] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.28022] Glyph 9: 5x5 (8x8)
font     D                ttf.c:287  alloc_glyph_region               [   0.28023] Locking glyph region: 0000000000f51ae0 60 0 8 8
font     D                ttf.c:167  unlock_current_page              [   0.28028] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.28034] Glyph 39: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28035] Locking glyph region: 0000000000f51ae0 68 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.28040] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.28047] Glyph 80: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28048] Locking glyph region: 0000000000f51ae0 80 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.28052] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.28059] Glyph 86: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28060] Locking glyph region: 0000000000f51ae0 96 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.28064] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.28073] Glyph 81: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28074] Locking glyph region: 0000000000f51ae0 112 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.28078] Unlocking page: 0000000000f51ae0
font     D                ttf.c:243  alloc_glyph_region               [   0.28085] Glyph 67: 15x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.28086] Locking glyph region: 0000000000f51ae0 128 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.28090] Unlocking page: 0000000000f51ae0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28427] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28440] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28561] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.19624] removed dtor for ttf_font 0000000000f16610
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.19697] removed dtor for sample_instance 0000000000f325d0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.19701] opening assets/image/office.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.20355] opening assets/image/office.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20371] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20373] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20375] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20377] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20378] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20380] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20381] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20383] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.20384] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.20386] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.20387] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.20389] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.20391] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.20414] added dtor for bitmap 0000000000fe7d90, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.20868] opening assets/sound/bokuwa.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   5.03042] added dtor for sample 0000000000f53bc0, func 00007ff8f7221a1d
dtor     D               dtor.c:196  _al_register_destructor          [   5.03051] added dtor for sample_instance 0000000000f31cd0, func 00007ff8f721929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   5.03053] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   5.03055] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   5.03245] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   5.03249] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   5.03252] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   5.03254] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   5.03256] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   5.03258] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   5.03259] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   5.03274] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   5.03276] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   5.03282] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.03284] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.03286]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.03289]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.03291] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.03293]  0.282843 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.03294]  0.000000 0.282843
dtor     D               dtor.c:196  _al_register_destructor          [   5.03298] added dtor for timer 0000000000f4eda0, func 00007ff8f712fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.03300] opening assets/image/boss_normal.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.03852] opening assets/image/boss_normal.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03876] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03879] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03880] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03882] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03883] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03885] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03886] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03888] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.03889] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.03891] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.03893] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.03895] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.03897] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.03927] added dtor for bitmap 0000000000f52800, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.08404] opening assets/image/boss_top.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.08932] opening assets/image/boss_top.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08948] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08952] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08954] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08957] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08959] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08961] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08963] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08964] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.08966] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.08967] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.08969] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.08970] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.08971] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.08992] added dtor for bitmap 0000000000f41740, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.14979] opening assets/image/boss_buttom.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.15523] opening assets/image/boss_buttom.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15542] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15544] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15545] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15547] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15548] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15550] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.15551] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.15553] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.15554] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.15556] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.15558] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.15580] added dtor for bitmap 0000000000f58190, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.23455] opening assets/image/boss_left.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.23970] opening assets/image/boss_left.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23985] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23993] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23995] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.23996] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.23998] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.23999] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.24001] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.24003] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.24031] added dtor for bitmap 0000000000f58340, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.31381] opening assets/image/boss_right.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.31890] opening assets/image/boss_right.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31900] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31902] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31903] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31904] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31905] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31906] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31907] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31908] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.31909] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.31910] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.31912] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.31913] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.31914] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.31935] added dtor for bitmap 0000000000fe7800, func 00007ff8f70f1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.39111] opening assets/image/star.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.39728] opening assets/image/star.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39745] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39747] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39748] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39750] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39751] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39753] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39754] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.39756] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.39757] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.39759] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.39761] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.39763] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.39785] added dtor for bitmap 0000000000f41c70, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.40404] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.40412] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.40820] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.40827] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.41145] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.41150] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.41590] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.41596] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.42092] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.42099] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.42528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.42534] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.42972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.42978] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.45282] removed dtor for queue 0000000000f41e40
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  10.45293] destroying display 0000000000ffb3c0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.45662] converting display bitmap 0000000000f41c70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.45669] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.45673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.45675] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.45738] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.45816] converting display bitmap 0000000000fe7800 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.45823] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.45826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.45828] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.46058] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.46192] converting display bitmap 0000000000f58340 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.46198] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.46201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.46203] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.46461] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.46563] converting display bitmap 0000000000f58190 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.46569] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.46600] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.46606] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.46846] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.46953] converting display bitmap 0000000000f41740 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.46959] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.46962] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.46975] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.47247] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.47392] converting display bitmap 0000000000f52800 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.47399] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.47403] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.47404] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.47606] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.47706] converting display bitmap 0000000000fe7d90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.47713] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.47716] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.47720] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.47874] removed dtor for bitmap 0000000000f41ac0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  10.47961] converting display bitmap 0000000000f586c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  10.47967] added dtor for bitmap 0000000000f41ac0, func 00007ff8f70f1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.47970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.47972] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.48054] removed dtor for bitmap 0000000000f41ac0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  10.48113] waiting for display 0000000000ffb3c0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  10.48995] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  10.49001] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  10.55044] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.55174] removed dtor for bitmap 0000000000fe7d90
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.55194] removed dtor for sample 0000000000f53bc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.55397] removed dtor for sample_instance 0000000000f31cd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.55410] removed dtor for timer 0000000000f4eda0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.55413] removed dtor for bitmap 0000000000f52800
